,Open,High,Low,Close,Volume,Adj Close
2024-03-04,67.05000305175781,67.97000122070312,66.94999694824219,67.79000091552734,1922800,67.42276763916016
2024-03-05,67.63999938964844,68.33000183105469,67.43000030517578,67.95999908447266,2954600,67.59183502197266
2024-03-06,68.13999938964844,69.2699966430664,68.08999633789062,68.77999877929688,4685300,68.40740966796875
2024-03-07,69.12000274658203,69.48999786376953,68.73999786376953,69.37999725341797,2510900,69.00415802001953
2024-03-08,69.37999725341797,69.55000305175781,67.33000183105469,67.73999786376953,3655200,67.37303924560547
2024-03-11,67.47000122070312,67.94999694824219,64.7699966430664,65.0,6437500,64.64788055419922
2024-03-12,65.05000305175781,66.19999694824219,64.38999938964844,66.06999969482422,5843600,65.71208953857422
2024-03-13,65.98999786376953,66.08999633789062,65.05999755859375,65.62999725341797,4389700,65.27447509765625
2024-03-14,65.62999725341797,65.79000091552734,65.18000030517578,65.5,3675800,65.14517211914062
2024-03-15,65.0,66.23999786376953,65.0,66.23999786376953,6494400,65.88115692138672
2024-03-18,66.76000213623047,67.1500015258789,66.29000091552734,66.73999786376953,4039500,66.37846374511719
2024-03-19,66.93000030517578,67.38999938964844,66.45999908447266,67.16999816894531,4269100,66.80612182617188
2024-03-20,67.11000061035156,67.95999908447266,67.06999969482422,67.52999877929688,4558300,67.16417694091797
2024-03-21,67.80999755859375,67.97000122070312,67.1500015258789,67.68000030517578,3789100,67.31336975097656
2024-03-22,67.63999938964844,68.37000274658203,67.5199966430664,68.0999984741211,3035200,67.73109436035156
2024-03-25,68.29000091552734,68.37999725341797,67.29000091552734,67.36000061035156,1764200,66.9950942993164
2024-03-26,67.47000122070312,67.87999725341797,67.27999877929688,67.6500015258789,1903300,67.28352355957031
2024-03-27,68.06999969482422,68.27999877929688,67.5,68.08000183105469,2345900,67.71118927001953
2024-03-28,68.37999725341797,68.73999786376953,68.01000213623047,68.43000030517578,2893100,68.05929565429688
2024-04-01,68.3499984741211,68.55999755859375,65.63999938964844,66.11000061035156,3389100,65.75186920166016
2024-04-02,65.76000213623047,65.86000061035156,64.83000183105469,65.26000213623047,4960300,64.90648651123047
2024-04-03,65.20999908447266,66.66000366210938,65.18000030517578,66.0,3707900,65.64247131347656
2024-04-04,66.54000091552734,66.83000183105469,65.3499984741211,65.52999877929688,3506700,65.17500305175781
2024-04-05,65.8499984741211,67.11000061035156,65.58999633789062,67.05999755859375,2421500,66.69671630859375
2024-04-08,67.2699966430664,67.41999816894531,66.62000274658203,66.7300033569336,4441100,66.36852264404297
2024-04-09,66.77999877929688,66.79000091552734,65.30999755859375,65.8499984741211,4819400,65.49327850341797
2024-04-10,65.0199966430664,65.66000366210938,64.66000366210938,65.25,2813800,64.89653015136719
2024-04-11,65.19999694824219,66.0,64.55999755859375,65.58999633789062,2296700,65.23468780517578
2024-04-12,65.30000305175781,65.63999938964844,63.529998779296875,64.0,2998000,63.65330123901367
2024-04-15,65.33999633789062,65.52999877929688,63.11000061035156,63.4900016784668,2729400,63.14606475830078
2024-04-16,63.70000076293945,64.75,63.47999954223633,64.0199966430664,2640700,63.67318344116211
2024-04-17,64.44000244140625,64.44000244140625,62.93000030517578,63.459999084472656,3088800,63.11622619628906
2024-04-18,63.4900016784668,64.3499984741211,63.369998931884766,63.5,2294300,63.156005859375
2024-04-19,64.05000305175781,64.33999633789062,62.970001220703125,63.40999984741211,3072300,63.066497802734375
2024-04-22,63.5,63.7599983215332,62.79999923706055,62.93000030517578,2394300,62.58909606933594
2024-04-23,63.40999984741211,64.77999877929688,62.83000183105469,64.76000213623047,3002400,64.40918731689453
2024-04-24,65.0999984741211,65.48999786376953,64.06999969482422,64.69999694824219,2836800,64.34950256347656
2024-04-25,64.29000091552734,64.94000244140625,63.63999938964844,64.80000305175781,2279700,64.44895935058594
2024-04-26,64.86000061035156,66.56999969482422,64.70999908447266,66.4000015258789,4071600,66.04029083251953
2024-04-29,66.33000183105469,67.8499984741211,66.33000183105469,67.11000061035156,3792700,66.74645233154297
2024-04-30,66.76000213623047,68.33999633789062,66.58000183105469,66.75,4954800,66.38839721679688
2024-05-01,66.86000061035156,67.87999725341797,66.37000274658203,66.77999877929688,4581700,66.41824340820312
2024-05-02,74.0,77.87999725341797,73.91999816894531,77.0999984741211,8863900,76.68233489990234
2024-05-03,78.20999908447266,79.47000122070312,76.94999694824219,78.88999938964844,6147900,78.46263122558594
2024-05-06,79.72000122070312,80.19999694824219,78.7699966430664,80.18000030517578,3253200,79.74565887451172
2024-05-07,80.26000213623047,80.3499984741211,79.61000061035156,79.83000183105469,4329900,79.39755249023438
2024-05-08,80.2300033569336,81.47000122070312,80.12999725341797,81.41999816894531,4103000,80.97892761230469
2024-05-09,81.55999755859375,82.02999877929688,80.91999816894531,82.02999877929688,2359600,81.63575744628906
2024-05-10,82.72000122070312,82.80999755859375,80.73999786376953,80.87000274658203,3147600,80.48133850097656
2024-05-13,80.98999786376953,81.44999694824219,79.94999694824219,80.22000122070312,2537800,79.83446502685547
2024-05-14,80.11000061035156,81.08000183105469,79.95999908447266,80.87999725341797,2029900,80.49128723144531
2024-05-15,81.0,82.83999633789062,80.94999694824219,82.75,2695000,82.35230255126953
2024-05-16,82.76000213623047,83.16999816894531,82.52999877929688,82.52999877929688,2620900,82.13335418701172
2024-05-17,83.01000213623047,83.06999969482422,82.26000213623047,82.93000030517578,1332700,82.53144836425781
2024-05-20,83.20999908447266,84.12999725341797,83.20999908447266,84.05999755859375,1541100,83.656005859375
2024-05-21,83.91999816894531,84.87000274658203,83.51000213623047,84.79000091552734,1589200,84.38249969482422
2024-05-22,84.51000213623047,84.5999984741211,83.16999816894531,83.45999908447266,2659300,83.05889129638672
2024-05-23,83.97000122070312,83.97000122070312,82.20999908447266,82.41999816894531,2392200,82.02388000488281
2024-05-24,83.25,85.4800033569336,83.0,84.72000122070312,2719800,84.31282806396484
2024-05-28,85.12000274658203,85.5199966430664,84.06999969482422,85.27999877929688,2496400,84.87013244628906
2024-05-29,84.69000244140625,85.19999694824219,84.01000213623047,84.06999969482422,1886600,83.66595458984375
2024-05-30,84.22000122070312,84.54000091552734,83.68000030517578,84.2300033569336,1510200,83.82518768310547
2024-05-31,84.22000122070312,84.69999694824219,82.93000030517578,84.6500015258789,3389600,84.24317932128906
2024-06-03,85.29000091552734,85.43000030517578,83.51000213623047,84.62999725341797,2019000,84.22325897216797
2024-06-04,84.41000366210938,84.41000366210938,82.16000366210938,82.29000091552734,2504600,81.89452362060547
2024-06-05,82.4000015258789,84.6500015258789,82.4000015258789,84.62999725341797,1947500,84.22325897216797
2024-06-06,84.41999816894531,85.05000305175781,83.16000366210938,83.2699966430664,1734900,82.86979675292969
2024-06-07,83.51000213623047,84.66999816894531,83.33999633789062,83.77999877929688,2064000,83.37735748291016
2024-06-10,83.30999755859375,84.4000015258789,83.30999755859375,83.6500015258789,2034400,83.24798583984375
2024-06-11,83.37999725341797,83.66000366210938,82.33000183105469,83.18000030517578,1446300,82.78022766113281
2024-06-12,83.48999786376953,84.16999816894531,82.55000305175781,83.43000030517578,2249900,83.0290298461914
2024-06-13,83.36000061035156,83.52999877929688,81.79000091552734,82.80000305175781,2128400,82.40205383300781
2024-06-14,81.69000244140625,81.73999786376953,77.73999786376953,78.94000244140625,4958700,78.56060791015625
2024-06-17,78.80999755859375,80.19999694824219,78.54000091552734,80.0,2863600,79.61551666259766
2024-06-18,80.0199966430664,80.38999938964844,79.27999877929688,80.19999694824219,1974100,79.8145523071289
2024-06-20,80.3499984741211,80.79000091552734,79.2300033569336,79.51000213623047,3237100,79.12787628173828
2024-06-21,79.44999694824219,80.16000366210938,78.88999938964844,80.13999938964844,4992700,79.75484466552734
2024-06-24,79.93000030517578,81.3499984741211,78.11000061035156,78.62999725341797,4212200,78.25210571289062
2024-06-25,78.91000366210938,79.23999786376953,77.48999786376953,78.19999694824219,4855500,77.82415771484375
2024-06-26,78.13999938964844,79.19999694824219,77.69999694824219,79.0,2504300,78.62032318115234
2024-06-27,79.0999984741211,79.86000061035156,79.0,79.5999984741211,2749900,79.2174301147461
2024-06-28,79.77999877929688,80.47000122070312,76.83000183105469,77.62999725341797,6548900,77.25690460205078
2024-07-01,78.75,78.95999908447266,76.91999816894531,77.30000305175781,3021300,76.92850494384766
2024-07-02,77.05999755859375,78.48999786376953,76.8499984741211,78.06999969482422,2421200,77.69479370117188
