날짜,시가,고가,저가,종가,거래량,등락률
2025-03-04,56000,59500,55900,59100,761197,7.650273224043716
2025-03-05,59000,60500,57900,60300,392907,2.030456852791878
2025-03-06,62100,64000,61500,62100,821837,2.9850746268656714
2025-03-07,62100,67300,61500,65000,1112306,4.669887278582931
2025-03-10,66900,68600,65200,66200,624414,1.8461538461538463
2025-03-11,63500,65800,63400,65400,425616,-1.2084592145015105
2025-03-12,65100,66100,60500,61500,726717,-5.963302752293578
2025-03-13,62000,64800,61800,63800,415039,3.7398373983739837
2025-03-14,64600,66400,63200,64700,326875,1.4106583072100314
2025-03-17,64600,65500,63800,64900,313721,0.3091190108191654
2025-03-18,65200,66200,63400,63800,260498,-1.694915254237288
2025-03-19,64400,70800,64100,69400,1298591,8.77742946708464
2025-03-20,70300,70400,66300,67300,738984,-3.025936599423631
2025-03-21,65800,66500,64500,65100,416052,-3.268945022288262
2025-03-24,65500,67600,65200,66500,197025,2.1505376344086025
2025-03-25,66900,67000,62900,63500,288947,-4.511278195488721
2025-03-26,65800,68500,65500,67900,627332,6.929133858267717
2025-03-27,67300,68100,65500,65500,213611,-3.5346097201767304
2025-03-28,65400,65400,60900,61600,327888,-5.9541984732824424
2025-03-31,60500,62600,59900,62000,204867,0.6493506493506493
2025-04-01,62300,62900,60900,62300,221265,0.4838709677419355
2025-04-02,63200,63500,59800,59900,250245,-3.8523274478330656
2025-04-03,58700,60700,58000,60600,186423,1.1686143572621035
2025-04-04,59700,59900,55100,57000,519692,-5.9405940594059405
2025-04-07,54100,54400,51200,52400,344550,-8.070175438596491
2025-04-08,53600,53700,51900,52500,203764,0.19083969465648853
2025-04-09,51600,52300,49900,50200,232842,-4.380952380952381
2025-04-10,53600,53600,52300,53000,180596,5.577689243027888
2025-04-11,52000,54700,51800,54700,158128,3.207547169811321
2025-04-14,55900,55900,54400,54800,190277,0.18281535648994515
2025-04-15,55400,55600,55000,55400,103098,1.094890510948905
2025-04-16,55500,55900,54600,54800,129086,-1.083032490974729
2025-04-17,54400,55000,54000,54700,140585,-0.18248175182481752
2025-04-18,55200,55200,54200,54400,84622,-0.5484460694698354
2025-04-21,54900,54900,54000,54100,86070,-0.5514705882352942
2025-04-22,53800,55000,53700,54600,87437,0.9242144177449169
2025-04-23,55600,56500,55300,55600,168091,1.8315018315018317
2025-04-24,56400,56700,55300,55800,98681,0.3597122302158274
2025-04-25,56400,57900,56300,57100,212765,2.3297491039426523
2025-04-28,57300,57500,56300,56700,113771,-0.7005253940455342
2025-04-29,56700,57400,56200,57400,92367,1.2345679012345678
2025-04-30,57400,60300,57100,59300,388799,3.3101045296167246
2025-05-02,59700,59800,56700,58900,186968,-0.6745362563237773
2025-05-07,60000,61500,59700,61400,263861,4.244482173174872
2025-05-08,61700,62000,60100,60700,283837,-1.1400651465798046
2025-05-09,61100,65600,60700,64400,543012,6.095551894563426
2025-05-12,64000,64200,59500,59700,494072,-7.298136645962733
2025-05-13,59100,59100,57200,58400,254324,-2.1775544388609713
2025-05-14,58900,59500,58300,58900,194262,0.8561643835616438
2025-05-15,59000,59100,57800,58000,157915,-1.5280135823429541
2025-05-16,58500,59400,57900,58300,166603,0.5172413793103449
2025-05-19,57400,58600,57000,57300,89257,-1.7152658662092626
2025-05-20,57700,59200,57300,58000,159271,1.2216404886561953
2025-05-21,58000,59400,58000,58700,111914,1.206896551724138
2025-05-22,58400,58500,57400,57600,104440,-1.8739352640545146
2025-05-23,57800,61800,57200,61600,441220,6.944444444444445
2025-05-26,61800,63500,61000,63500,318484,3.0844155844155843
2025-05-27,63700,64600,62700,63400,216688,-0.15748031496062992
2025-05-28,63500,63900,61800,62300,229060,-1.7350157728706623
2025-05-29,62800,62800,61100,62500,156133,0.32102728731942215
2025-05-30,62000,63000,61400,62000,125118,-0.8
2025-06-02,61600,63500,61600,62700,181734,1.129032258064516
2025-06-04,62800,65300,62100,65300,307688,4.146730462519936
2025-06-05,66000,66100,64300,64900,197748,-0.6125574272588056
2025-06-09,64900,66000,64400,66000,189968,1.694915254237288
2025-06-10,67400,77000,67100,77000,1700993,16.666666666666664
2025-06-11,85200,86500,80500,84200,1138260,9.35064935064935
2025-06-12,83200,88400,83000,87600,722432,4.038004750593824
2025-06-13,93800,110500,93500,107000,4404748,22.146118721461185
2025-06-16,111000,111000,105100,107000,1043067,0.0
2025-06-17,102700,107000,102000,104500,752524,-2.336448598130841
2025-06-18,109500,110400,104800,108100,831420,3.4449760765550237
2025-06-19,108100,128900,107600,126500,3133893,17.02127659574468
2025-06-20,129900,134000,123800,126500,1152634,0.0
2025-06-23,144900,149500,133800,136000,1261681,7.5098814229249005
2025-06-24,123600,126800,116000,125200,1475271,-7.941176470588235
2025-06-25,128300,133300,122500,130400,950364,4.15335463258786
2025-06-26,127200,134100,125100,131400,647710,0.7668711656441718
2025-06-27,132100,140900,130100,136400,773262,3.8051750380517504
2025-06-30,136000,136000,125000,128700,635984,-5.64516129032258
2025-07-01,128800,131200,121600,123700,538214,-3.8850038850038846
2025-07-02,124100,127000,112600,118500,664098,-4.203718674211803
2025-07-03,121500,126500,119000,120100,482582,1.350210970464135
2025-07-04,120100,121100,109000,114600,509015,-4.579517069109076
2025-07-07,111900,123400,110100,120000,512653,4.712041884816754
2025-07-08,120500,123000,117600,122200,308899,1.8333333333333333
2025-07-09,129000,134000,125000,127800,707189,4.582651391162029
2025-07-10,128300,139600,126700,133500,655813,4.460093896713615
2025-07-11,134000,137200,128600,134700,332361,0.8988764044943821
2025-07-14,136000,138400,127900,132400,438194,-1.7074981440237564
2025-07-15,132500,155500,132300,155200,1820982,17.220543806646525
