날짜,시가,고가,저가,종가,거래량,등락률
2025-03-04,126800,134000,126800,133200,314301,5.130228887134964
2025-03-05,134100,141400,132800,140500,483472,5.48048048048048
2025-03-06,142500,146500,141300,145000,282374,3.202846975088968
2025-03-07,147000,152300,142700,143900,386597,-0.7586206896551724
2025-03-10,142400,148100,138500,145000,194857,0.7644197359277276
2025-03-11,139600,143300,137800,138300,151921,-4.620689655172414
2025-03-12,139000,145200,138500,139800,175331,1.0845986984815619
2025-03-13,141600,144700,139100,139700,110964,-0.07153075822603719
2025-03-14,139500,143600,137000,142700,121059,2.1474588403722263
2025-03-17,144600,148300,142900,147800,156126,3.5739313244569026
2025-03-18,150000,155600,147900,155500,301388,5.209742895805142
2025-03-19,153500,156400,149100,149100,131291,-4.115755627009646
2025-03-20,150600,150700,142800,143300,109574,-3.8900067069081152
2025-03-21,140000,145700,140000,142700,108936,-0.41870202372644805
2025-03-24,142700,142700,140600,140700,53105,-1.4015416958654519
2025-03-25,141500,146000,141500,144500,96450,2.700781805259417
2025-03-26,144500,144500,140600,141900,68682,-1.799307958477509
2025-03-27,141900,142000,137500,137500,88638,-3.10077519379845
2025-03-28,137500,140900,134000,139400,112845,1.3818181818181818
2025-03-31,135700,140600,133600,133800,80541,-4.017216642754662
2025-04-01,135000,140000,135000,139100,100274,3.961136023916293
2025-04-02,140600,147900,139600,147900,122966,6.326383896477354
2025-04-03,146500,149500,141600,148700,81589,0.5409060175794456
2025-04-04,145700,150700,145000,147600,79051,-0.7397444519166106
2025-04-07,142500,143200,138000,138100,68855,-6.436314363143632
2025-04-08,141900,143600,140000,142400,72751,3.113685734974656
2025-04-09,144700,146900,135300,135900,59195,-4.564606741573034
2025-04-10,143100,148500,142000,147900,85636,8.830022075055188
2025-04-11,149800,158400,149000,156700,188198,5.949966193373902
2025-04-14,163400,168800,158900,167500,218242,6.892150606253988
2025-04-15,163700,168100,161800,165300,103384,-1.3134328358208955
2025-04-16,166300,169900,162400,165300,129671,0.0
2025-04-17,165500,168500,163700,166800,84014,0.9074410163339384
2025-04-18,169600,173900,166100,171500,127299,2.817745803357314
2025-04-21,170700,170700,159100,159200,117993,-7.17201166180758
2025-04-22,155700,163500,155700,161200,84830,1.256281407035176
2025-04-23,162600,163300,160200,162500,41375,0.8064516129032258
2025-04-24,162200,163300,154600,157200,129491,-3.2615384615384615
2025-04-25,159000,164300,157200,158100,188989,0.5725190839694656
2025-04-28,159800,160300,151000,153200,174491,-3.099304237824162
2025-04-29,152900,153900,148000,152700,112148,-0.3263707571801566
2025-04-30,153700,154200,150000,153000,64579,0.19646365422396855
2025-05-02,152300,153500,151800,153000,102418,0.0
2025-05-07,155200,159600,155200,159600,124037,4.313725490196078
2025-05-08,159600,174000,157400,173000,263126,8.395989974937343
2025-05-09,165000,171700,158000,169800,429985,-1.8497109826589597
2025-05-12,171000,172900,161200,163200,194736,-3.8869257950530036
2025-05-13,160000,166000,158900,165000,139855,1.1029411764705883
2025-05-14,164000,169200,162500,167500,95883,1.5151515151515151
2025-05-15,167500,168500,164000,166700,73529,-0.47761194029850745
2025-05-16,166200,168100,162100,163000,76839,-2.2195560887822436
2025-05-19,160800,167200,160100,165300,88246,1.4110429447852761
2025-05-20,165400,165600,159300,159400,138020,-3.569267997580157
2025-05-21,161000,167700,160500,164400,118549,3.136762860727729
2025-05-22,163500,163500,159700,160800,65566,-2.18978102189781
2025-05-23,151300,162000,147900,160300,5064882,-0.3109452736318408
2025-05-26,159700,170600,155200,169300,297162,5.6144728633811605
2025-05-27,171000,178000,167600,174600,508647,3.130537507383343
2025-05-28,175600,178200,170200,171700,250932,-1.6609392898052693
2025-05-29,173800,180400,169300,179700,333657,4.6592894583576
2025-05-30,180500,181400,175800,179800,200426,0.05564830272676684
2025-06-02,178300,181400,177600,179900,84011,0.05561735261401557
2025-06-04,180000,184500,174800,183300,226555,1.8899388549193996
2025-06-05,183000,185700,180300,182800,224972,-0.27277686852154936
2025-06-09,181100,181100,173500,177800,212545,-2.735229759299781
2025-06-10,178000,185500,177800,185000,213772,4.049493813273341
2025-06-11,186400,198900,184300,198600,455396,7.351351351351351
2025-06-12,199900,203000,194700,197100,415018,-0.7552870090634441
2025-06-13,197100,213500,197100,199800,511213,1.36986301369863
2025-06-16,198200,203000,194900,201500,153361,0.8508508508508509
2025-06-17,202500,211000,201500,205500,172707,1.9851116625310175
2025-06-18,203000,207500,200000,203500,173343,-0.9732360097323601
2025-06-19,204000,208000,197200,207000,185494,1.71990171990172
2025-06-20,209000,212000,203000,207500,219251,0.24154589371980675
2025-06-23,202000,209500,202000,208500,124214,0.48192771084337355
2025-06-24,210000,215000,204000,209500,124230,0.4796163069544364
2025-06-25,208500,209500,199900,202000,164169,-3.579952267303103
2025-06-26,202500,203000,195300,200500,134042,-0.7425742574257426
2025-06-27,202000,203500,199100,202500,67622,0.997506234413965
2025-06-30,203000,209000,201500,205500,91692,1.4814814814814816
2025-07-01,207000,216000,206500,208500,147887,1.4598540145985401
2025-07-02,204500,209000,198500,202000,86437,-3.117505995203837
2025-07-03,203000,204000,198900,199000,75616,-1.4851485148514851
2025-07-04,197500,198400,188000,188400,117458,-5.326633165829145
2025-07-07,184000,191600,182600,188500,56988,0.05307855626326964
2025-07-08,190600,192100,186200,190000,83942,0.7957559681697612
2025-07-09,190600,198400,187000,195600,81552,2.9473684210526314
2025-07-10,194200,199600,192800,193400,81461,-1.1247443762781186
2025-07-11,193000,194600,187400,188600,117451,-2.481902792140641
2025-07-14,187500,190700,183300,184300,101892,-2.2799575821845175
2025-07-15,183500,183900,174600,179100,171560,-2.821486706456864
2025-07-16,180200,181400,176200,176700,163664,-1.340033500837521
2025-07-17,178400,184700,177500,178800,113512,1.1884550084889642
2025-07-18,180500,182100,176200,178000,89426,-0.44742729306487694
2025-07-21,178600,186300,178500,185100,147926,3.9887640449438204
2025-07-22,185700,189500,184100,186000,142729,0.48622366288492713
2025-07-23,187400,188500,181100,183200,58590,-1.5053763440860215
2025-07-24,184700,194000,181300,185200,198103,1.0917030567685588
2025-07-25,188100,197500,184100,197500,183402,6.6414686825053995
2025-07-28,203000,203500,190700,192500,115205,-2.5316455696202533
2025-07-29,192500,193300,189300,192000,102033,-0.2597402597402597
2025-07-30,192500,197300,191300,194500,72924,1.3020833333333335
2025-07-31,198700,207500,192000,204500,193554,5.141388174807198
2025-08-01,202000,204500,190200,193000,121462,-5.623471882640587
2025-08-04,189900,197700,187300,196500,65550,1.8134715025906734
2025-08-05,196900,202000,194500,201500,81420,2.5445292620865136
2025-08-06,199600,209000,198600,206000,88214,2.2332506203473943
2025-08-07,207500,209500,204000,208500,91574,1.2135922330097086
2025-08-08,207000,212000,202500,205000,127547,-1.6786570743405276
2025-08-11,207000,207000,196500,198100,107790,-3.3658536585365857
2025-08-12,196200,202000,193000,193600,79801,-2.271580010095911
2025-08-13,195600,200000,191900,194800,88730,0.6198347107438017
2025-08-14,194900,199400,194800,196800,88846,1.0266940451745379
2025-08-18,195100,196700,192100,193900,100843,-1.4735772357723578
2025-08-19,192400,193500,184000,186900,166183,-3.6101083032490973
2025-08-20,183300,188000,181300,186900,56674,0.0
2025-08-21,188500,190300,187500,188100,62378,0.6420545746388443
2025-08-22,189100,191600,186700,188700,69415,0.3189792663476874
2025-08-25,192000,198200,190500,197600,127736,4.716481187069423
2025-08-26,200500,201000,189700,199400,157333,0.9109311740890688
2025-08-27,198700,210000,197300,209000,272517,4.814443329989969
2025-08-28,206500,215000,200500,212000,161005,1.4354066985645932
2025-08-29,211500,217500,209000,213000,118401,0.4716981132075472
2025-09-01,213000,214000,203000,204000,97222,-4.225352112676056
