날짜,시가,고가,저가,종가,거래량,등락률
2025-03-04,88100,89700,85900,88600,26583,-0.22522522522522523
2025-03-05,87800,99000,87800,97000,113261,9.480812641083523
2025-03-06,97600,99200,96500,97800,29205,0.8247422680412372
2025-03-07,96800,104900,96800,104500,65814,6.850715746421268
2025-03-10,103400,103400,99500,100800,30947,-3.5406698564593304
2025-03-11,97800,99700,95000,98600,25250,-2.1825396825396823
2025-03-12,97500,100300,96000,98500,18319,-0.10141987829614604
2025-03-13,97500,102000,96200,98200,59872,-0.3045685279187817
2025-03-14,97700,101500,97300,98900,21100,0.7128309572301426
2025-03-17,99900,102000,96500,98000,24753,-0.910010111223458
2025-03-18,99000,99400,96700,96700,12608,-1.3265306122448979
2025-03-19,96600,102200,96400,98800,32809,2.1716649431230612
2025-03-20,98200,101300,98000,99200,24319,0.4048582995951417
2025-03-21,99000,99900,96800,99000,18197,-0.20161290322580644
2025-03-24,98100,100300,95400,95700,25390,-3.3333333333333335
2025-03-25,95300,96900,92100,92500,26069,-3.343782654127482
2025-03-26,93400,98500,92800,98500,36952,6.486486486486487
2025-03-27,96200,100700,96200,99000,20255,0.5076142131979695
2025-03-28,100000,100000,94600,95000,14430,-4.040404040404041
2025-03-31,95000,95000,89500,90500,39914,-4.736842105263158
2025-04-01,91400,92000,87000,90200,29878,-0.3314917127071823
2025-04-02,90700,90900,88200,89400,13228,-0.8869179600886918
2025-04-03,87300,89800,86200,87500,18953,-2.1252796420581657
2025-04-04,86300,89800,85100,88900,18171,1.6
2025-04-07,85600,88000,80700,82000,33546,-7.761529808773904
2025-04-08,83900,85800,80800,81700,34164,-0.3658536585365854
2025-04-09,79900,82200,75300,76200,50067,-6.731946144430845
2025-04-10,80300,87900,78700,87200,66375,14.435695538057743
2025-04-11,85800,85900,82500,85200,27643,-2.293577981651376
2025-04-14,85500,89400,85300,85500,19195,0.35211267605633806
2025-04-15,85500,87900,84700,87200,20116,1.9883040935672516
2025-04-16,88600,89600,86300,86400,19480,-0.9174311926605505
2025-04-17,86200,87600,84700,86100,20498,-0.3472222222222222
2025-04-18,86200,87100,85400,86400,13417,0.34843205574912894
2025-04-21,85800,87200,85100,86400,9091,0.0
2025-04-22,85500,87600,85000,85500,29308,-1.0416666666666665
2025-04-23,87300,89700,86700,88300,26401,3.274853801169591
2025-04-24,87600,89000,87400,88200,11362,-0.11325028312570783
2025-04-25,89400,90700,88400,88800,13330,0.6802721088435374
2025-04-28,87900,89900,87800,87900,10353,-1.0135135135135136
2025-04-29,87900,87900,85100,86300,23292,-1.8202502844141069
2025-04-30,86300,86600,83200,83800,23821,-2.8968713789107765
2025-05-02,83800,84300,82200,84000,13639,0.23866348448687352
2025-05-07,85000,89900,82000,88800,44732,5.714285714285714
2025-05-08,88800,89500,87700,88600,15893,-0.22522522522522523
2025-05-09,88900,89000,82800,83200,46771,-6.094808126410835
2025-05-12,84800,85900,83700,85800,16501,3.125
2025-05-13,85000,87800,84100,84600,16252,-1.3986013986013985
2025-05-14,84900,86300,82500,83300,29477,-1.5366430260047281
2025-05-15,82900,85400,82600,84100,23095,0.9603841536614646
2025-05-16,84200,85400,81500,82100,21497,-2.3781212841854935
2025-05-19,82100,84900,81300,81700,26292,-0.48721071863580995
2025-05-20,83800,83800,79200,80400,34031,-1.591187270501836
2025-05-21,80000,81000,79500,80100,20560,-0.3731343283582089
2025-05-22,79300,80200,78300,79300,16181,-0.9987515605493134
2025-05-23,78700,79300,77600,78100,18838,-1.5132408575031526
2025-05-26,77900,80500,76700,80100,9907,2.560819462227913
2025-05-27,79400,81900,79400,80100,11965,0.0
2025-05-28,80100,82200,79400,82000,22342,2.3720349563046192
2025-05-29,82500,82800,81300,82800,11812,0.975609756097561
2025-05-30,81800,84000,81400,82600,13463,-0.24154589371980675
2025-06-02,82700,83700,80700,81200,11604,-1.694915254237288
2025-06-04,81100,85400,81100,83900,27250,3.32512315270936
2025-06-05,84400,84400,83000,83700,16664,-0.23837902264600713
2025-06-09,83700,85500,82900,82900,15247,-0.955794504181601
2025-06-10,83100,89600,83000,87000,55074,4.945717732207479
2025-06-11,87200,87900,85600,86200,19559,-0.9195402298850575
2025-06-12,87100,91000,86600,86700,49732,0.580046403712297
2025-06-13,86700,86700,83600,83600,31010,-3.575547866205306
2025-06-16,85200,85200,81600,83000,25558,-0.7177033492822966
2025-06-17,82800,84600,81700,82300,30531,-0.8433734939759037
2025-06-18,81600,83200,81400,82800,12311,0.6075334143377886
2025-06-19,83700,84500,82000,82300,17465,-0.6038647342995169
2025-06-20,84000,85000,81800,85000,44469,3.2806804374240586
2025-06-23,84300,84400,79800,80800,43781,-4.941176470588235
2025-06-24,83400,87600,82600,86800,52298,7.425742574257425
2025-06-25,86400,87800,85000,86500,16362,-0.3456221198156682
2025-06-26,86500,86900,84900,86300,21982,-0.23121387283236997
2025-06-27,87500,87500,82800,83000,20727,-3.8238702201622248
2025-06-30,84300,85400,83200,83900,14141,1.0843373493975903
2025-07-01,83900,87400,83900,85400,20962,1.7878426698450536
2025-07-02,85000,90300,84600,88700,43301,3.864168618266979
2025-07-03,89700,93800,89000,93100,63614,4.96054114994363
2025-07-04,93100,95600,91100,93300,42978,0.21482277121374865
2025-07-07,93900,93900,91100,92500,16182,-0.857449088960343
2025-07-08,97300,102300,97300,101300,147134,9.513513513513514
2025-07-09,102500,103900,101000,103400,37733,2.073050345508391
2025-07-10,103300,104000,97900,98000,90278,-5.222437137330754
2025-07-11,98200,106000,98200,104200,77253,6.326530612244897
2025-07-14,103100,103900,100400,102100,24489,-2.015355086372361
2025-07-15,101300,104900,101000,102300,35971,0.1958863858961802
2025-07-16,102400,102700,99200,99400,27151,-2.834799608993157
2025-07-17,99700,100700,97400,99200,24710,-0.2012072434607646
2025-07-18,99300,102200,99300,100600,23799,1.411290322580645
2025-07-21,100700,106400,100000,105000,45049,4.3737574552683895
2025-07-22,106300,108400,104500,105400,42880,0.38095238095238093
2025-07-23,107200,108300,103500,104100,27339,-1.2333965844402277
2025-07-24,105400,107300,104000,104900,25867,0.7684918347742555
2025-07-25,104300,106800,102000,102300,19499,-2.478551000953289
2025-07-28,102200,103700,100000,101000,21846,-1.270772238514174
2025-07-29,100100,101000,98100,100200,21091,-0.7920792079207921
2025-07-30,99200,102700,99000,101000,26146,0.7984031936127743
2025-07-31,100800,104600,100500,102400,27747,1.3861386138613863
2025-08-01,100300,101500,98700,99300,27063,-3.02734375
2025-08-04,98500,101100,96500,100500,30525,1.2084592145015105
2025-08-05,100600,102500,96800,97900,42686,-2.587064676616915
2025-08-06,97400,101700,97400,99800,28290,1.940755873340143
2025-08-07,99400,100400,97800,99500,16138,-0.30060120240480964
2025-08-08,99100,100000,97600,98100,13064,-1.407035175879397
2025-08-11,101000,101000,98400,98900,20001,0.8154943934760449
2025-08-12,98500,100100,96700,97500,13976,-1.4155712841253791
