날짜,시가,고가,저가,종가,거래량,등락률
2025-03-04,45800,45900,45200,45250,12794,-1.2008733624454149
2025-03-05,45250,46000,45250,45450,18510,0.44198895027624313
2025-03-06,45500,46150,45450,45750,17303,0.6600660066006601
2025-03-07,45700,46150,45150,45150,21681,-1.3114754098360655
2025-03-10,45200,45500,44800,44850,12914,-0.6644518272425249
2025-03-11,44450,44800,44000,44250,15704,-1.3377926421404682
2025-03-12,44250,44600,44000,44050,20105,-0.4519774011299435
2025-03-13,44300,44450,43750,44450,39369,0.9080590238365494
2025-03-14,44350,44450,43400,43500,32472,-2.1372328458942635
2025-03-17,43500,43850,43000,43600,30589,0.22988505747126436
2025-03-18,43850,44000,43150,43200,22641,-0.9174311926605505
2025-03-19,43200,43800,43000,43400,22904,0.4629629629629629
2025-03-20,43400,43900,43400,43500,15940,0.2304147465437788
2025-03-21,43550,43650,43200,43250,21006,-0.5747126436781609
2025-03-24,43250,43850,43000,43750,19380,1.1560693641618496
2025-03-25,43550,43950,43550,43950,11922,0.4571428571428572
2025-03-26,44150,44150,43700,44000,13295,0.11376564277588168
2025-03-27,43850,44150,43650,43800,18826,-0.45454545454545453
2025-03-28,43550,43550,42000,42800,45793,-2.28310502283105
2025-03-31,41600,42000,40550,40850,38903,-4.55607476635514
2025-04-01,41000,41450,40500,40550,16909,-0.7343941248470013
2025-04-02,40550,40700,39650,39800,31973,-1.8495684340320593
2025-04-03,39450,39650,38500,39550,31824,-0.628140703517588
2025-04-04,39000,39900,38550,39550,14490,0.0
2025-04-07,39000,39000,37400,37650,31356,-4.804045512010114
2025-04-08,37750,38950,37750,38350,18659,1.859229747675963
2025-04-09,38050,38350,36400,36500,28140,-4.823989569752282
2025-04-10,37300,38750,37300,38750,37558,6.164383561643835
2025-04-11,38150,39500,37800,39500,20465,1.935483870967742
2025-04-14,39000,39150,38300,38300,22863,-3.0379746835443036
2025-04-15,38600,39050,38550,39050,11729,1.95822454308094
