날짜,시가,고가,저가,종가,거래량,등락률
2025-03-04,142000,143700,139900,140400,17517,-1.3352073085031624
2025-03-05,140400,149600,140400,148700,45313,5.911680911680912
2025-03-06,148700,153400,147500,152500,48153,2.555480833893746
2025-03-07,153000,162200,152200,160500,109493,5.245901639344262
2025-03-10,159000,162300,157000,160200,35799,-0.1869158878504673
2025-03-11,157900,160700,157900,158200,29510,-1.2484394506866416
2025-03-12,158100,159500,154000,155400,37345,-1.7699115044247788
2025-03-13,154700,156900,153500,154900,33967,-0.32175032175032175
2025-03-14,154500,155200,149200,149700,57104,-3.357004519044545
2025-03-17,149700,151900,149400,150000,20928,0.2004008016032064
2025-03-18,151900,151900,146400,147600,22732,-1.6
2025-03-19,148800,148900,146800,147400,20003,-0.13550135501355012
2025-03-20,147200,149200,147100,148100,18859,0.47489823609226595
2025-03-21,148500,150600,146700,146700,113197,-0.9453072248480756
2025-03-24,147200,149900,146000,146600,20292,-0.0681663258350375
2025-03-25,146200,148000,145200,145600,16303,-0.6821282401091405
2025-03-26,147000,147400,145300,145600,11797,0.0
2025-03-27,145600,149600,145600,146800,25667,0.8241758241758242
2025-03-28,145000,145000,142600,143000,18888,-2.588555858310627
2025-03-31,143000,143000,136800,137100,25517,-4.125874125874126
2025-04-01,137300,138900,134100,136300,37953,-0.5835156819839533
2025-04-02,136400,137200,134000,136900,24914,0.4402054292002935
2025-04-03,133000,136500,132700,135400,23741,-1.095690284879474
2025-04-04,133000,154700,132600,152500,108543,12.629246676514033
2025-04-07,151700,155000,149500,152000,78029,-0.32786885245901637
2025-04-08,151100,151500,146700,149800,37035,-1.4473684210526316
2025-04-09,147500,149100,138900,139200,37966,-7.076101468624834
2025-04-10,142200,147000,139200,146100,51163,4.956896551724138
2025-04-11,144700,147300,142800,145000,33058,-0.7529089664613279
2025-04-14,144200,146600,142100,142400,32097,-1.7931034482758619
2025-04-15,142200,144800,142100,143500,13769,0.7724719101123595
2025-04-16,143800,147900,142700,146000,22083,1.7421602787456445
2025-04-17,148400,148400,143400,145300,19913,-0.4794520547945206
2025-04-18,145500,154300,145500,153900,39554,5.9187887130075705
2025-04-21,153600,155300,152000,154900,13943,0.649772579597141
2025-04-22,155600,155600,152900,152900,12051,-1.2911555842479019
2025-04-23,153600,154900,149100,149500,24699,-2.2236756049705693
2025-04-24,152500,155100,152500,154000,32352,3.0100334448160537
2025-04-25,154000,154900,151400,153000,11840,-0.6493506493506493
2025-04-28,153000,157400,153000,155400,28337,1.5686274509803921
2025-04-29,156800,156900,153900,154200,17722,-0.7722007722007722
2025-04-30,154200,159600,154200,158100,44170,2.529182879377432
2025-05-02,158100,160000,155500,158300,26368,0.1265022137887413
2025-05-07,161500,161700,157600,158300,37080,0.0
2025-05-08,158300,161000,157200,159600,43403,0.82122552116235
2025-05-09,158500,163900,158500,162900,46376,2.0676691729323307
2025-05-12,163200,173900,163200,172700,143029,6.0159607120933085
2025-05-13,170400,171800,160500,164000,57993,-5.037637521713955
2025-05-14,163900,166900,161800,165000,35534,0.6097560975609756
2025-05-15,165700,170900,165600,168400,32747,2.0606060606060606
2025-05-16,170400,170400,167500,168700,21416,0.17814726840855108
2025-05-19,168700,169800,167600,168700,22244,0.0
