날짜,시가,고가,저가,종가,거래량,등락률
2025-03-04,46050,46550,44850,45300,297079,-3.6170212765957444
2025-03-05,46200,47550,46100,47550,317774,4.966887417218543
2025-03-06,48350,49400,47850,48250,429197,1.4721345951629863
2025-03-07,47650,49400,47000,49150,291348,1.865284974093264
2025-03-10,49400,51000,49250,50000,368443,1.7293997965412005
2025-03-11,48300,50600,48000,50300,251225,0.6
2025-03-12,51000,52700,50400,51300,470490,1.9880715705765408
2025-03-13,51400,51800,49900,50400,380724,-1.7543859649122806
2025-03-14,50400,50700,49250,49550,219187,-1.6865079365079365
2025-03-17,49900,50800,49850,50500,157457,1.917255297679112
2025-03-18,50500,50900,49650,50100,156352,-0.7920792079207921
2025-03-19,50100,51750,50000,50900,233803,1.5968063872255487
2025-03-20,50900,51700,49950,50000,145580,-1.768172888015717
2025-03-21,49500,51800,49500,51700,359454,3.4000000000000004
2025-03-24,51000,51700,50200,50700,135925,-1.9342359767891684
2025-03-25,50600,50800,49750,50400,105853,-0.591715976331361
2025-03-26,50800,50800,49150,49300,243397,-2.1825396825396823
2025-03-27,48900,50300,48450,50000,244912,1.4198782961460445
2025-03-28,50000,51100,49600,51100,271672,2.1999999999999997
2025-03-31,50500,50900,47550,50000,350990,-2.152641878669276
2025-04-01,49650,49650,47900,48000,258478,-4.0
2025-04-02,48100,48400,47200,47800,156801,-0.4166666666666667
2025-04-03,46150,48200,46150,48200,210778,0.8368200836820083
2025-04-04,47650,47950,45500,46650,261941,-3.2157676348547715
2025-04-07,44900,45100,41450,43000,381381,-7.82422293676313
2025-04-08,43500,43900,42750,43500,230987,1.1627906976744187
2025-04-09,42400,42900,40800,41000,383183,-5.747126436781609
2025-04-10,43100,44000,42700,44000,301590,7.317073170731707
2025-04-11,42800,43850,42800,43750,136961,-0.5681818181818182
2025-04-14,44150,44250,43100,43250,202292,-1.1428571428571428
2025-04-15,43350,44550,43350,44100,219425,1.9653179190751446
2025-04-16,44500,45600,44100,44300,241631,0.45351473922902497
2025-04-17,44500,45100,43900,44950,171453,1.4672686230248306
