날짜,시가,고가,저가,종가,거래량,등락률
2025-03-04,113500,116400,113300,113700,66302,-0.43782837127845886
2025-03-05,114800,115300,112100,113200,71489,-0.43975373790677225
2025-03-06,113800,119700,113300,119100,107691,5.212014134275619
2025-03-07,117000,118500,115900,116100,75079,-2.518891687657431
2025-03-10,116700,120300,116500,119200,89845,2.670111972437554
2025-03-11,117500,120000,114700,119000,79206,-0.16778523489932887
2025-03-12,118500,122500,118500,121300,127434,1.9327731092436975
2025-03-13,120500,122300,120500,121500,82701,0.16488046166529266
2025-03-14,122300,122300,120200,120700,45623,-0.6584362139917695
2025-03-17,121800,122800,120400,121700,58126,0.8285004142502072
2025-03-18,122900,126400,122100,125300,108921,2.9580936729663105
2025-03-19,125300,136000,124400,133900,241845,6.863527533918595
2025-03-20,132200,133600,128800,129400,180433,-3.3607169529499625
2025-03-21,127100,133600,127100,132400,182033,2.3183925811437405
2025-03-24,131100,133400,130900,131200,90637,-0.906344410876133
2025-03-25,130600,132800,127000,130700,82780,-0.38109756097560976
2025-03-26,130800,136100,130000,133400,150076,2.065799540933435
2025-03-27,132000,135000,131500,133100,92676,-0.22488755622188905
2025-03-28,133100,133900,129200,129700,63546,-2.5544703230653645
2025-03-31,127800,130000,125800,126900,87377,-2.1588280647648417
2025-04-01,128000,130300,127000,128000,89847,0.8668242710795903
2025-04-02,127800,130400,127000,128400,70830,0.3125
2025-04-03,125000,125900,122700,123200,90207,-4.049844236760125
2025-04-04,122000,122800,116600,118600,212030,-3.7337662337662336
2025-04-07,115400,116000,107000,109200,183849,-7.925801011804384
2025-04-08,111400,112600,108100,109800,76412,0.5494505494505495
2025-04-09,108600,111000,108500,109900,79690,0.09107468123861566
2025-04-10,115800,115800,112000,113600,87566,3.3666969972702456
2025-04-11,112100,114000,111100,113600,58532,0.0
2025-04-14,114000,114600,113600,113900,42489,0.2640845070422535
2025-04-15,113700,117800,113700,117200,77092,2.8972783143107987
2025-04-16,116600,117600,115200,115900,63328,-1.1092150170648465
2025-04-17,116000,117000,114200,116800,67750,0.7765314926660914
2025-04-18,116500,119400,116300,118300,47436,1.2842465753424657
2025-04-21,119600,123000,119100,122700,69585,3.7193575655114115
2025-04-22,122400,128400,121600,126100,74461,2.7709861450692745
2025-04-23,127700,127900,125900,127300,59988,0.9516256938937351
2025-04-24,127700,128000,126400,127500,43637,0.15710919088766695
2025-04-25,128100,128900,126500,127900,80214,0.3137254901960784
2025-04-28,127600,131000,127600,129000,72990,0.8600469116497262
2025-04-29,129200,132700,129200,132400,82141,2.635658914728682
2025-04-30,132100,140800,132100,137000,206701,3.474320241691843
2025-05-02,136300,138600,135300,137600,89891,0.43795620437956206
2025-05-07,140200,144200,138100,140700,132778,2.252906976744186
2025-05-08,141000,143600,140100,143400,84135,1.9189765458422177
2025-05-09,143900,144500,139800,142500,67226,-0.6276150627615062
2025-05-12,142900,149000,142700,147200,140081,3.2982456140350878
2025-05-13,145800,150200,144300,150200,72877,2.0380434782608696
2025-05-14,150300,152000,147700,148100,63038,-1.3981358189081226
2025-05-15,146600,150600,146400,147000,83263,-0.7427413909520594
2025-05-16,147800,148600,145200,148200,52295,0.8163265306122449
2025-05-19,147400,147800,142200,143500,74598,-3.1713900134952766
2025-05-20,145100,147400,143600,144400,47979,0.627177700348432
2025-05-21,144300,149800,144200,149800,86811,3.739612188365651
2025-05-22,148100,149900,145900,147300,61786,-1.6688918558077435
2025-05-23,147400,150400,147000,147200,53896,-0.0678886625933469
2025-05-26,147200,149100,146900,149100,43854,1.2907608695652173
2025-05-27,148000,149500,146500,148200,45266,-0.6036217303822937
2025-05-28,148500,151900,148000,150100,97432,1.282051282051282
2025-05-29,151400,161000,150500,160400,289663,6.862091938707528
2025-05-30,163300,164700,159000,162600,260721,1.3715710723192018
2025-06-02,161800,168300,160100,162400,253315,-0.12300123001230012
2025-06-04,165900,176100,165500,173000,283356,6.527093596059114
2025-06-05,175600,177800,169900,175200,166003,1.2716763005780347
2025-06-09,183000,195900,182000,191400,248685,9.246575342465754
2025-06-10,195600,195600,184800,187500,204339,-2.037617554858934
2025-06-11,188100,191300,183500,190000,228111,1.3333333333333335
2025-06-12,190200,205250,188300,197000,408140,3.684210526315789
2025-06-13,198900,206500,191200,195000,207679,-1.015228426395939
2025-06-16,196000,212500,195900,212500,274598,8.974358974358974
2025-06-17,219500,219500,207000,210000,224937,-1.1764705882352942
2025-06-18,208000,216500,206500,209500,161010,-0.2380952380952381
2025-06-19,209500,212000,201500,205500,162456,-1.9093078758949882
2025-06-20,210500,219000,202500,213500,283153,3.8929440389294405
2025-06-23,211000,221500,209000,220000,303367,3.0444964871194378
2025-06-24,230000,240000,225000,236500,299996,7.5
2025-06-25,238500,239500,230500,236500,202772,0.0
2025-06-26,234000,236500,224500,234500,275364,-0.8456659619450317
2025-06-27,234500,234500,226000,228500,174521,-2.55863539445629
2025-06-30,228500,231500,223000,229000,143366,0.2188183807439825
2025-07-01,230000,241500,229000,234500,306693,2.4017467248908297
2025-07-02,235000,236500,219500,223000,203009,-4.904051172707889
2025-07-03,226500,227000,219000,223000,115005,0.0
2025-07-04,221500,224500,209000,210500,318326,-5.605381165919283
2025-07-07,205000,215500,205000,214000,190995,1.66270783847981
2025-07-08,215000,228000,214500,227500,181912,6.308411214953271
2025-07-09,230000,236000,225500,232500,236235,2.197802197802198
2025-07-10,230000,240500,229000,240000,190239,3.225806451612903
