날짜,시가,고가,저가,종가,거래량,등락률
2025-03-04,47750,48900,46700,46850,92528,-1.6789087093389297
2025-03-05,46700,47500,46300,46800,57443,-0.10672358591248667
2025-03-06,46700,47400,45450,46600,60264,-0.4273504273504274
2025-03-07,46850,48100,46250,46550,48278,-0.1072961373390558
2025-03-10,46150,47500,46050,46800,50663,0.5370569280343717
2025-03-11,45800,47450,45800,46650,97563,-0.3205128205128205
2025-03-12,46150,47800,46150,46650,37491,0.0
2025-03-13,46250,47450,46000,47150,65656,1.0718113612004287
2025-03-14,46950,47400,46250,47250,41748,0.2120890774125133
2025-03-17,47500,49600,47250,49600,53541,4.973544973544974
2025-03-18,49500,50800,49300,49850,50455,0.5040322580645161
2025-03-19,50000,52200,49850,52000,97558,4.312938816449348
2025-03-20,52000,53200,51900,52800,60125,1.5384615384615385
2025-03-21,52400,53400,52200,52700,174938,-0.1893939393939394
2025-03-24,52200,52700,50100,51400,75245,-2.4667931688804554
2025-03-25,50200,51300,49800,51100,39286,-0.5836575875486382
2025-03-26,51600,51600,50100,50100,35607,-1.9569471624266144
2025-03-27,50100,50300,49350,49400,39389,-1.3972055888223553
2025-03-28,50300,50400,48400,49050,25283,-0.708502024291498
2025-03-31,48050,49500,47800,49000,58205,-0.10193679918450561
2025-04-01,49100,49750,48250,48250,62744,-1.530612244897959
2025-04-02,48000,50000,48000,49400,46504,2.383419689119171
2025-04-03,47550,48400,42800,44050,222995,-10.82995951417004
2025-04-04,43100,44250,41950,44100,68152,0.11350737797956867
2025-04-07,43100,43950,42150,43300,64685,-1.8140589569160999
2025-04-08,43750,44050,41800,41900,45143,-3.233256351039261
2025-04-09,42000,43450,41800,43100,79503,2.863961813842482
2025-04-10,45600,46900,44700,45600,100078,5.800464037122969
2025-04-11,44650,45600,44350,45000,47774,-1.3157894736842104
2025-04-14,44550,46400,44550,45700,32876,1.5555555555555556
2025-04-15,45450,46750,45400,46300,36023,1.312910284463895
2025-04-16,46300,46600,45900,46300,32148,0.0
2025-04-17,46850,46850,45800,45850,23501,-0.9719222462203023
2025-04-18,45800,46750,45750,46450,8710,1.3086150490730644
2025-04-21,46700,46700,45200,45900,15738,-1.1840688912809472
2025-04-22,45900,45950,45300,45750,21956,-0.32679738562091504
2025-04-23,46200,46250,45350,46000,36824,0.546448087431694
2025-04-24,45650,47350,45550,47200,40004,2.608695652173913
2025-04-25,47200,47750,46950,47200,27495,0.0
2025-04-28,46500,47150,46200,46550,23049,-1.3771186440677965
2025-04-29,46650,47900,46350,47350,17314,1.7185821697099892
2025-04-30,46200,47750,46100,47350,25954,0.0
2025-05-02,46400,47650,46400,47500,39657,0.31678986272439286
2025-05-07,48150,48350,45900,45950,43841,-3.263157894736842
2025-05-08,45850,46550,45750,45750,68188,-0.4352557127312296
2025-05-09,45750,46900,45100,46650,68427,1.9672131147540985
2025-05-12,46350,47250,46100,47200,26828,1.1789924973204717
2025-05-13,46300,51100,46100,51000,85102,8.050847457627118
2025-05-14,51000,52500,50600,51900,84687,1.7647058823529411
2025-05-15,50900,52500,50600,50600,34394,-2.5048169556840074
2025-05-16,51000,53200,50000,53100,80518,4.940711462450593
2025-05-19,53600,54100,51900,53400,40601,0.5649717514124294
2025-05-20,53600,57100,53400,55800,95292,4.49438202247191
2025-05-21,57000,57900,55900,57300,74417,2.6881720430107525
2025-05-22,56700,58200,56200,57900,63155,1.0471204188481675
2025-05-23,56800,59900,56700,58700,59549,1.381692573402418
2025-05-26,59600,60800,59200,60800,59030,3.577512776831346
2025-05-27,60000,60700,58200,58900,48671,-3.125
2025-05-28,58400,59500,57200,58600,74223,-0.5093378607809848
2025-05-29,59200,60800,58400,60500,68445,3.242320819112628
2025-05-30,59900,61700,59800,60700,59701,0.3305785123966942
2025-06-02,58900,60300,58500,59700,42810,-1.6474464579901154
2025-06-04,58500,62900,58400,61500,69921,3.015075376884422
2025-06-05,60200,61200,59000,60600,118643,-1.4634146341463417
2025-06-09,62500,62900,60800,60800,51814,0.33003300330033003
2025-06-10,59800,62300,59800,62100,52746,2.138157894736842
2025-06-11,61300,62100,59600,60800,80228,-2.0933977455716586
2025-06-12,60200,61400,60100,60800,80485,0.0
2025-06-13,60100,61400,59100,59300,58040,-2.4671052631578947
2025-06-16,60300,60600,58700,60300,56167,1.6863406408094435
2025-06-17,59700,60500,59300,60100,43393,-0.33167495854063017
2025-06-18,59300,59300,56600,57300,92788,-4.658901830282862
2025-06-19,57300,59000,57300,59000,51463,2.966841186736475
2025-06-20,59500,60300,58500,59900,61009,1.5254237288135595
2025-06-23,59400,60500,58700,60000,102580,0.1669449081803005
2025-06-24,60800,61200,60000,60500,78234,0.8333333333333334
2025-06-25,60000,62000,59800,61800,58723,2.1487603305785123
2025-06-26,62000,64600,61900,62900,71593,1.779935275080906
2025-06-27,63400,64500,61500,63600,66916,1.1128775834658187
2025-06-30,65000,65800,62900,63200,60196,-0.628930817610063
2025-07-01,62600,64300,62400,64000,49844,1.2658227848101267
2025-07-02,62800,63800,62200,62900,62797,-1.7187500000000002
2025-07-03,64100,64900,61000,61500,71804,-2.2257551669316373
2025-07-04,61400,62200,59000,59400,42006,-3.414634146341464
2025-07-07,60500,60500,58200,58900,38647,-0.8417508417508417
2025-07-08,60200,60200,58500,59300,30699,0.6791171477079796
2025-07-09,58700,60300,58600,59200,46485,-0.16863406408094433
2025-07-10,59100,60300,58800,59800,53058,1.0135135135135136
2025-07-11,59200,60600,58800,60200,47650,0.6688963210702341
2025-07-14,59600,62600,58700,62400,64042,3.6544850498338874
2025-07-15,61200,62400,59900,61700,80878,-1.1217948717948718
2025-07-16,61000,62100,59900,60300,56483,-2.2690437601296596
2025-07-17,60600,60900,59000,59700,49516,-0.9950248756218906
2025-07-18,59200,60300,59100,60200,25779,0.8375209380234505
2025-07-21,60000,60300,59300,59900,39077,-0.4983388704318937
2025-07-22,59200,60000,59100,59700,21493,-0.333889816360601
2025-07-23,60400,60700,58500,59400,59179,-0.5025125628140703
2025-07-24,59400,61100,59400,60100,37228,1.1784511784511784
2025-07-25,59500,60100,58900,59200,35035,-1.497504159733777
2025-07-28,59700,60700,58300,59100,51667,-0.16891891891891891
2025-07-29,58600,59800,58300,59800,45467,1.1844331641285957
2025-07-30,59100,60900,59100,60600,47063,1.3377926421404682
2025-07-31,59500,60500,59300,60500,25095,-0.16501650165016502
2025-08-01,59400,60000,57200,57300,52440,-5.289256198347108
2025-08-04,56800,58800,56200,57600,44572,0.5235602094240838
2025-08-05,57800,58800,57800,57900,26649,0.5208333333333333
2025-08-06,58000,59500,57600,59300,18565,2.4179620034542317
2025-08-07,58900,60100,58800,59200,25077,-0.16863406408094433
2025-08-08,59100,59600,58300,58900,32445,-0.5067567567567568
2025-08-11,59100,59200,58200,58200,27934,-1.1884550084889642
2025-08-12,57800,59000,57700,58000,36018,-0.3436426116838488
2025-08-13,58000,58600,57200,57600,26514,-0.6896551724137931
2025-08-14,57900,58400,57400,58000,29534,0.6944444444444444
2025-08-18,57600,58600,57000,57300,25251,-1.206896551724138
2025-08-19,57900,58100,55800,57100,45136,-0.34904013961605584
2025-08-20,58400,58600,55800,57700,39031,1.0507880910683012
2025-08-21,58300,58300,54900,55600,62727,-3.6395147313691507
2025-08-22,55900,57400,55700,56600,48318,1.7985611510791366
2025-08-25,56900,57800,56100,57800,31667,2.1201413427561837
2025-08-26,57800,59200,56900,57900,96915,0.17301038062283738
2025-08-27,58400,58800,55900,56600,43439,-2.2452504317789295
2025-08-28,55700,57600,55700,57500,60616,1.5901060070671376
2025-08-29,58000,59600,57500,58700,38355,2.086956521739131
2025-09-01,59300,59500,57500,58200,37548,-0.8517887563884157
2025-09-02,57700,59000,57700,58700,25950,0.859106529209622
2025-09-03,58200,59200,58000,58700,28787,0.0
2025-09-04,58600,60300,58600,59600,31153,1.5332197614991483
2025-09-05,59200,59800,59000,59800,37029,0.33557046979865773
2025-09-08,59300,59400,58000,58700,25684,-1.839464882943144
2025-09-09,59000,59000,57700,58000,44209,-1.192504258943782
2025-09-10,57400,58900,57400,58500,34938,0.8620689655172413
2025-09-11,58000,60300,57900,60300,74218,3.076923076923077
2025-09-12,59600,60500,59300,59600,41832,-1.1608623548922055
2025-09-15,58700,62900,58700,62600,52843,5.033557046979865
2025-09-16,61900,63500,61700,61800,47646,-1.2779552715654952
2025-09-17,61200,62000,60600,61100,59491,-1.132686084142395
2025-09-18,61100,62500,61100,62000,39461,1.4729950900163666
2025-09-19,61400,64300,61300,64300,57861,3.7096774193548385
2025-09-22,64300,64300,61900,62400,42958,-2.9548989113530326
2025-09-23,61700,64200,61700,62700,38153,0.4807692307692308
2025-09-24,63900,64200,62500,64000,22949,2.073365231259968
2025-09-25,63100,63800,62100,62500,29360,-2.34375
2025-09-26,61300,63300,61100,62800,44515,0.48
2025-09-29,64900,66900,63900,65200,64523,3.821656050955414
2025-09-30,64600,65900,63600,64900,22886,-0.4601226993865031
2025-10-01,64100,64500,61400,61600,53986,-5.084745762711865
2025-10-02,62700,65100,62300,63700,73339,3.4090909090909087
2025-10-10,62100,63700,61500,62100,78201,-2.511773940345369
2025-10-13,62700,62900,61000,61700,59981,-0.644122383252818
2025-10-14,60600,62200,60400,60600,48769,-1.7828200972447326
2025-10-15,60700,61600,59900,61200,40385,0.9900990099009901
2025-10-16,60600,62100,60600,61700,33032,0.8169934640522877
2025-10-17,61100,61700,60600,60900,31433,-1.2965964343598055
2025-10-20,61200,62400,60800,61600,43115,1.1494252873563218
2025-10-21,61200,61900,60200,60700,53125,-1.461038961038961
2025-10-22,60800,62000,60100,61700,27398,1.6474464579901154
2025-10-23,60700,61800,60600,60800,48566,-1.4586709886547813
2025-10-24,61000,61600,60000,60000,47844,-1.3157894736842104
2025-10-27,59700,62600,59700,62100,63152,3.5000000000000004
2025-10-28,61400,62200,59600,59800,50500,-3.7037037037037033
2025-10-29,61200,61200,58100,58700,55152,-1.839464882943144
2025-10-30,58200,59400,58100,58900,65038,0.34071550255536626
2025-10-31,59300,59700,57500,57800,55008,-1.8675721561969438
2025-11-03,57300,57900,56800,57600,65132,-0.34602076124567477
2025-11-04,57100,58300,56800,58000,44494,0.6944444444444444
2025-11-05,59200,59500,56800,57300,50148,-1.206896551724138
2025-11-06,57800,60000,57300,59300,66640,3.4904013961605584
2025-11-07,63100,63400,57500,58600,80896,-1.1804384485666104
2025-11-10,59700,61500,58500,60400,46335,3.0716723549488054
2025-11-11,59900,61900,59900,61500,44809,1.8211920529801324
2025-11-12,60700,63200,60700,62900,33843,2.2764227642276422
2025-11-13,61400,70000,61400,66800,111762,6.200317965023848
2025-11-14,67000,71000,64900,69200,76914,3.592814371257485
2025-11-17,70000,79000,70000,77000,185078,11.271676300578035
2025-11-18,76000,86500,75900,82600,315856,7.2727272727272725
2025-11-19,83000,85900,81900,84200,128173,1.937046004842615
2025-11-20,83400,87000,82700,85100,130643,1.0688836104513064
2025-11-21,87100,88900,84500,88100,140352,3.525264394829612
2025-11-24,88300,95000,88200,88600,155828,0.5675368898978433
2025-11-25,90000,91300,87500,89000,96279,0.4514672686230248
2025-11-26,91800,94700,88600,93800,109989,5.393258426966292
2025-11-27,93600,96400,92200,94000,116886,0.21321961620469082
2025-11-28,93600,93700,86700,87500,123608,-6.914893617021277
2025-12-01,88500,89700,87900,88800,95138,1.4857142857142858
2025-12-02,90400,95000,88500,93400,181274,5.18018018018018
2025-12-03,91700,92300,88900,90300,96109,-3.3190578158458246
2025-12-04,90300,91300,88800,89800,61825,-0.5537098560354374
2025-12-05,89000,90800,88300,90500,82288,0.779510022271715
2025-12-08,89200,91300,89200,90500,67067,0.0
2025-12-09,91100,91100,89100,90500,34199,0.0
2025-12-10,90000,90500,88200,88600,46789,-2.0994475138121547
2025-12-11,89400,91300,88600,89100,127769,0.5643340857787811
2025-12-12,90000,92400,88700,90000,99795,1.0101010101010102
2025-12-15,89700,93900,87800,92400,102708,2.666666666666667
2025-12-16,91300,91800,87100,87600,95531,-5.194805194805195
2025-12-17,89000,92300,87600,90900,101284,3.767123287671233
2025-12-18,91600,91800,87800,88000,51539,-3.1903190319031904
2025-12-19,89900,90000,87000,89000,62146,1.1363636363636365
2025-12-22,90500,90900,87800,88500,50223,-0.5617977528089888
2025-12-23,88700,88900,85500,86500,44236,-2.2598870056497176
2025-12-24,86000,86800,84700,84700,27980,-2.0809248554913293
2025-12-26,83800,84800,82900,83600,39175,-1.2987012987012987
2025-12-29,80600,83400,80000,82200,44707,-1.674641148325359
2025-12-30,81800,82500,80700,81800,32828,-0.48661800486618007
2026-01-02,81800,82300,79100,79300,38569,-3.056234718826406
